"MSSubClass","MSZoning","LotFrontage","LotArea","LotShape","LotConfig","Neighborhood","Condition1","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtUnfSF","TotalBsmtSF","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenQual","TotRmsAbvGrd","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","PoolArea","PoolQC","Fence","MoSold","YrSold","SaleType","SaleCondition","TotalSF","TotalBaths","HouseAge","RemodelAge","HasPool","HasGarage","HasFireplace","HasBasement","OverallQual_Squared","SalePrice"
20,"RL",80,10386,"Reg","Inside","CollgCr","Norm","1Fam","1Story",8,5,2004,2005,"Gable","CemntBd","CmentBd","Stone",246,4,3,"PConc",4,3,"No","GLQ",1464,536,2000,5,"Y","SBrkr",2000,0,2000,1,0,2,0,3,4,8,0,0,"Attchd",2004,"Fin",3,888,3,3,"Y",168,0,0,"None",7,2007,"WD","Normal",4000,3,3,2,0,1,0,1,64,12.631013530139
60,"RL",116,13474,"Reg","Inside","SawyerW","Feedr","1Fam","2Story",7,5,1990,1991,"Gable","HdBoard","Plywood","BrkFace",246,4,3,"CBlock",4,3,"No","ALQ",700,0,700,4,"Y","SBrkr",1122,1121,2243,1,0,2,1,4,4,8,1,3,"Attchd",1990,"RFn",3,746,3,3,"Y",127,0,0,"None",6,2007,"WD","Normal",2943,3.5,17,16,0,1,1,1,49,12.3238556811866
50,"RM",68,7920,"IR1","Inside","IDOTRR","Artery","1Fam","1.5Fin",6,7,1920,1950,"Gable","MetalSd","MetalSd","None",0,3,2,"CBlock",3,3,"No","Unf",0,319,319,3,"Y","FuseA",1035,371,1406,0,0,1,0,3,2,6,0,0,"None",0,"None",0,0,0,0,"N",0,0,0,"MnPrv",3,2008,"WD","Normal",1725,1,88,58,0,0,0,1,36,11.4019939042629
30,"RL",68,12342,"IR1","Inside","Edwards","Norm","1Fam","1Story",4,5,1940,1950,"Gable","VinylSd","VinylSd","None",0,3,3,"CBlock",3,3,"No","BLQ",262,599,861,5,"Y","SBrkr",861,0,861,0,0,1,0,1,3,4,0,0,"Detchd",1961,"Unf",2,539,3,3,"Y",158,0,0,"None",3,2009,"WD","Normal",1722,1,69,59,0,1,0,1,16,11.3205535723228
20,"RL",90,12378,"IR1","Inside","NridgHt","Norm","1Fam","1Story",9,5,2003,2004,"Gable","VinylSd","VinylSd","None",0,4,3,"PConc",5,3,"Gd","GLQ",1274,622,1896,5,"Y","SBrkr",1944,0,1944,1,0,2,0,3,5,8,3,5,"Attchd",2003,"Fin",3,708,3,3,"Y",208,0,0,"None",11,2006,"WD","Normal",3840,3,3,2,0,1,1,1,81,12.7938593104323
60,"RL",68,7685,"IR1","Inside","Gilbert","Norm","1Fam","2Story",6,5,1993,1994,"Gable","HdBoard","HdBoard","BrkFace",112,3,3,"PConc",4,3,"No","ALQ",518,179,697,4,"Y","SBrkr",697,804,1501,0,0,2,1,3,4,6,1,3,"Attchd",1993,"Fin",2,420,3,3,"Y",190,0,0,"None",5,2006,"WD","Normal",2198,2.5,13,12,0,1,1,1,36,12.0173305209333
20,"RL",50,8000,"Reg","Inside","NAmes","Norm","1Fam","1Story",6,6,1948,2002,"Gable","VinylSd","VinylSd","None",0,3,4,"CBlock",3,3,"No","ALQ",680,292,972,5,"Y","SBrkr",972,0,972,1,0,1,0,2,3,5,1,4,"Detchd",1948,"Unf",1,240,3,3,"Y",0,0,0,"None",5,2009,"WD","Normal",1944,2,61,7,0,1,1,1,36,11.7905572015685
190,"RM",65,7800,"Reg","Inside","OldTown","Artery","2fmCon","1.5Fin",5,7,1939,1950,"Gable","MetalSd","MetalSd","None",0,3,3,"CBlock",4,3,"Mn","Rec",507,286,793,3,"Y","SBrkr",793,325,1118,1,0,1,0,3,3,5,1,4,"Detchd",1939,"Unf",2,410,3,3,"Y",0,0,0,"MnPrv",5,2006,"WD","Normal",1911,2,67,56,0,1,1,1,25,11.6944133410156
20,"RL",150,215245,"IR3","Inside","Timber","Norm","1Fam","1Story",7,5,1965,1965,"Hip","BrkFace","BrkFace","None",0,3,3,"CBlock",4,3,"Gd","ALQ",1236,80,2136,3,"Y","SBrkr",2036,0,2036,2,0,2,0,3,3,8,2,4,"Attchd",1965,"RFn",2,513,3,3,"Y",0,0,0,"None",6,2009,"WD","Normal",4172,4,44,44,0,1,1,1,49,12.8346813049525
70,"RM",60,9600,"Reg","Inside","OldTown","Norm","1Fam","2Story",7,7,1925,1990,"Gable","Wd Sdng","Wd Sdng","None",0,3,3,"BrkTil",3,4,"No","LwQ",16,712,728,5,"Y","SBrkr",832,809,1641,0,1,1,1,3,5,6,1,4,"Detchd",1925,"Unf",2,546,2,3,"Y",0,0,0,"None",8,2006,"WD","Normal",2369,2,81,16,0,1,1,1,49,12.0895388292742
60,"RL",71,7795,"IR1","Inside","Gilbert","Norm","1Fam","2Story",7,5,2004,2005,"Gable","VinylSd","VinylSd","None",0,4,3,"PConc",4,3,"No","GLQ",425,291,716,5,"Y","SBrkr",716,716,1432,1,0,2,1,3,4,6,1,4,"Attchd",2004,"Fin",2,432,3,3,"Y",100,0,0,"None",7,2009,"WD","Normal",2148,3.5,5,4,0,1,1,1,49,12.1468532858702
60,"RL",94,13005,"IR1","Corner","NWAmes","Norm","1Fam","2Story",7,7,1980,1980,"Gable","CemntBd","CmentBd","BrkFace",278,4,3,"CBlock",4,3,"No","GLQ",692,153,845,3,"Y","SBrkr",1153,1200,2353,1,0,2,1,4,5,10,1,3,"Attchd",1983,"RFn",2,484,3,3,"Y",288,0,0,"GdPrv",8,2009,"WD","Normal",3198,3.5,29,29,0,1,1,1,49,12.4684369099977
60,"FV",75,9000,"Reg","Inside","Somerst","Norm","1Fam","2Story",8,5,2006,2006,"Gable","VinylSd","VinylSd","None",0,4,3,"PConc",4,3,"Av","Unf",0,1088,1088,5,"Y","SBrkr",1088,871,1959,0,0,2,1,3,4,8,1,4,"Attchd",2006,"RFn",3,1025,3,3,"Y",208,0,0,"None",12,2007,"WD","Normal",3047,2.5,1,1,0,1,1,1,64,12.5061772379805
60,"RL",90,9900,"Reg","Inside","NoRidge","Norm","1Fam","2Story",7,5,1993,1993,"Gable","HdBoard","HdBoard","BrkFace",256,4,3,"PConc",4,3,"Gd","GLQ",987,360,1347,5,"Y","SBrkr",1372,1274,2646,1,0,2,1,4,4,9,1,3,"Attchd",1993,"RFn",3,656,3,3,"Y",340,0,0,"None",4,2009,"WD","Normal",3993,3.5,16,16,0,1,1,1,49,12.4684369099977
80,"RL",68,14115,"Reg","Inside","NWAmes","Norm","1Fam","SLvl",7,5,1980,1980,"Gable","Plywood","Plywood","BrkFace",225,3,3,"CBlock",4,3,"Av","GLQ",1036,336,1372,3,"Y","SBrkr",1472,0,1472,1,0,2,0,3,3,6,2,3,"Attchd",1980,"Unf",2,588,3,3,"Y",233,0,0,"None",6,2009,"WD","Normal",2844,3,29,29,0,1,1,1,49,12.1415341243926
60,"RL",111,16259,"Reg","Corner","NridgHt","Norm","1Fam","2Story",9,5,2006,2006,"Gable","VinylSd","VinylSd","Stone",370,3,3,"PConc",5,4,"Av","Unf",0,1249,1249,5,"Y","SBrkr",1249,1347,2596,0,0,3,1,4,4,9,0,0,"Attchd",2006,"RFn",3,840,3,3,"Y",240,0,0,"None",9,2006,"New","Partial",3845,3.5,0,0,0,1,0,1,81,12.7444443677961
60,"RL",99,12099,"IR1","Inside","NridgHt","Norm","1Fam","2Story",8,5,2004,2004,"Gable","VinylSd","VinylSd","BrkFace",388,4,3,"PConc",5,3,"Av","GLQ",970,166,1136,5,"Y","SBrkr",1136,1332,2468,1,0,2,1,4,4,10,1,4,"BuiltIn",2004,"Fin",3,872,3,3,"Y",184,0,0,"None",6,2007,"WD","Normal",3604,3.5,3,3,0,1,1,1,64,12.7770521921159
60,"RL",86,10380,"IR1","Inside","SawyerW","Norm","1Fam","2Story",7,5,1986,1987,"Gable","Plywood","Plywood","BrkFace",172,4,3,"CBlock",3,3,"Gd","LwQ",28,0,1502,5,"Y","SBrkr",1553,1177,2730,1,0,2,1,4,4,8,1,3,"Attchd",1987,"Fin",2,576,3,3,"Y",201,0,0,"MnPrv",8,2007,"WD","Normal",4232,3.5,21,20,0,1,1,1,49,12.614865543731
20,"RM",49,5820,"Reg","Inside","OldTown","Norm","1Fam","1Story",3,8,1955,2005,"Gable","VinylSd","VinylSd","None",0,3,4,"CBlock",3,3,"No","ALQ",256,906,1162,5,"Y","SBrkr",1163,0,1163,1,0,1,0,3,3,6,0,0,"Attchd",1955,"Unf",1,220,2,3,"Y",142,0,0,"None",7,2006,"WD","Normal",2325,2,51,1,0,1,0,1,9,11.7454251112085
80,"RL",96,11275,"Reg","Corner","NAmes","PosN","1Fam","SLvl",7,7,1967,2007,"Mansard","Wd Sdng","Wd Sdng","BrkFace",300,4,4,"CBlock",4,3,"No","Unf",0,710,710,5,"Y","SBrkr",1898,1080,2978,0,0,2,1,5,4,11,1,4,"BuiltIn",1961,"Fin",2,564,3,3,"Y",240,0,0,"None",6,2010,"WD","Normal",3688,2.5,43,3,0,1,1,1,49,12.3966930051388
45,"RM",50,5000,"Reg","Inside","IDOTRR","RRAe","1Fam","1.5Unf",5,6,1941,1950,"Gable","MetalSd","MetalSd","None",0,3,3,"CBlock",3,3,"Av","BLQ",116,604,720,1,"N","FuseF",803,0,803,0,0,1,0,2,3,5,0,0,"Detchd",1941,"Unf",2,360,3,3,"Y",0,0,0,"None",12,2007,"WD","Normal",1523,1,66,57,0,1,0,1,25,11.3736633976367
120,"RL",32,10846,"IR1","CulDSac","Veenker","Norm","TwnhsE","1Story",8,5,1993,1993,"Gable","BrkFace","BrkFace","None",0,4,3,"PConc",4,3,"Gd","GLQ",1619,100,1719,5,"Y","SBrkr",1719,0,1719,2,0,1,1,1,4,6,2,4,"Attchd",1993,"Fin",2,473,3,3,"Y",122,0,0,"None",5,2008,"Con","Normal",3438,3.5,15,15,0,1,1,1,64,12.6884987947745
20,"RL",80,11600,"Reg","Inside","NAmes","Norm","1Fam","1Story",6,5,1960,1960,"Hip","Wd Sdng","Wd Sdng","BrkFace",175,3,3,"CBlock",3,3,"No","Rec",565,818,1383,3,"Y","SBrkr",1383,0,1383,0,0,1,1,3,3,7,0,0,"Attchd",1960,"RFn",1,292,3,3,"Y",0,0,0,"None",4,2006,"WD","Normal",2766,1.5,46,46,0,1,0,1,36,11.8862116747142
75,"RL",68,11888,"IR1","Inside","BrkSide","PosN","1Fam","2.5Unf",6,6,1916,1994,"Gable","Wd Sdng","Wd Shng","None",0,3,3,"BrkTil",3,3,"No","Unf",0,844,844,4,"N","FuseA",1445,689,2134,0,0,2,0,5,4,10,0,0,"Detchd",1930,"Unf",2,441,3,3,"Y",0,0,0,"None",7,2009,"WD","Normal",2978,2,93,15,0,1,0,1,36,12.2760650173502
70,"RM",60,6402,"Reg","Corner","IDOTRR","Norm","1Fam","2Story",5,5,1920,1950,"Gable","Wd Sdng","Wd Shng","None",0,3,3,"PConc",3,3,"Mn","Unf",0,596,596,3,"N","SBrkr",596,596,1192,0,0,1,0,3,3,6,0,0,"Detchd",1920,"Unf",1,189,2,2,"N",0,0,0,"GdWo",7,2009,"WD","Normal",1788,1,89,59,0,1,0,1,25,11.2644641056717
90,"RL",68,10624,"IR1","Inside","NAmes","Norm","Duplex","1Story",5,4,1964,1964,"Gable","HdBoard","HdBoard","BrkFace",84,3,3,"CBlock",3,3,"No","GLQ",40,1424,1728,3,"Y","SBrkr",1728,0,1728,0,1,2,0,6,3,10,0,0,"Detchd",2002,"Unf",1,352,3,3,"Y",155,0,0,"None",11,2007,"WD","Normal",3456,2.5,43,43,0,1,0,1,25,11.6868787720937
20,"RL",70,8176,"Reg","Inside","NAmes","Norm","1Fam","1Story",5,6,1958,1992,"Gable","Wd Sdng","Wd Sdng","None",0,3,3,"CBlock",3,3,"No","Rec",846,210,1056,2,"Y","SBrkr",1056,0,1056,1,0,1,0,3,3,6,0,0,"Attchd",1958,"RFn",1,308,3,3,"Y",0,0,0,"None",8,2007,"WD","Normal",2112,2,49,15,0,1,0,1,25,11.8422292121128
20,"RL",85,10655,"IR1","Inside","NridgHt","Norm","1Fam","1Story",8,5,2003,2004,"Gable","VinylSd","VinylSd","BrkFace",296,4,3,"PConc",4,3,"No","GLQ",1124,1603,3206,5,"Y","SBrkr",1629,0,1629,1,0,2,0,3,4,7,1,4,"Attchd",2003,"RFn",3,880,3,3,"Y",0,0,0,"None",10,2009,"WD","Normal",4835,3,6,5,0,1,1,1,64,12.5567295171433
120,"RM",59,8198,"Reg","FR3","NridgHt","Norm","TwnhsE","1Story",7,5,2004,2004,"Gable","VinylSd","VinylSd","Stone",146,4,3,"PConc",4,3,"Av","GLQ",720,638,1358,5,"Y","SBrkr",1358,0,1358,1,0,2,0,2,4,6,1,4,"Attchd",2004,"RFn",2,484,3,3,"Y",192,0,0,"None",7,2008,"WD","Normal",2716,3,4,4,0,1,1,1,49,12.2404740722475
60,"RL",59,9042,"IR1","Inside","Gilbert","Norm","1Fam","2Story",6,5,1998,1998,"Gable","VinylSd","VinylSd","None",0,3,3,"PConc",4,3,"Gd","GLQ",828,115,943,4,"Y","SBrkr",943,695,1638,1,0,2,1,3,3,7,2,3,"Attchd",1998,"Fin",2,472,3,3,"Y",100,0,0,"None",7,2008,"WD","Normal",2581,3.5,10,10,0,1,1,1,36,12.1652506510099
190,"RL",68,164660,"IR1","Corner","Timber","Norm","2fmCon","1.5Fin",5,6,1965,1965,"Gable","Plywood","Plywood","None",0,3,3,"CBlock",3,3,"Gd","ALQ",1249,103,1499,5,"Y","SBrkr",1619,167,1786,2,0,2,0,3,3,7,2,4,"Attchd",1965,"Fin",2,529,3,3,"Y",670,0,0,"None",8,2008,"WD","Normal",3285,4,43,43,0,1,1,1,25,12.3412589180852
20,"RL",86,14157,"IR1","Corner","StoneBr","Norm","1Fam","1Story",9,5,2005,2006,"Hip","VinylSd","VinylSd","Stone",200,4,3,"PConc",5,3,"Gd","GLQ",1249,673,1922,5,"Y","SBrkr",1922,0,1922,1,0,2,0,3,4,8,1,4,"Attchd",2005,"Fin",3,676,3,3,"Y",178,0,0,"None",7,2007,"WD","Normal",3844,3,2,1,0,1,1,1,81,12.8411298019654
20,"RL",70,9135,"Reg","Inside","CollgCr","Norm","1Fam","1Story",7,5,2002,2003,"Gable","VinylSd","VinylSd","BrkFace",113,4,3,"PConc",4,3,"Av","GLQ",810,726,1536,5,"Y","SBrkr",1536,0,1536,1,0,2,0,3,4,7,0,0,"Attchd",2002,"RFn",2,532,3,3,"Y",192,0,0,"None",12,2008,"WD","Normal",3072,3,6,5,0,1,0,1,49,12.273731294004
20,"RL",91,14145,"Reg","Corner","NWAmes","Norm","1Fam","1Story",7,7,1984,1998,"Gable","Wd Sdng","Wd Sdng","None",0,4,3,"CBlock",4,3,"Mn","ALQ",213,995,1208,5,"Y","SBrkr",1621,0,1621,1,0,2,0,3,4,8,0,0,"Attchd",1984,"RFn",2,440,3,3,"Y",108,0,0,"None",5,2006,"WD","Normal",2829,3,22,8,0,1,0,1,49,12.2184951655287
20,"RL",66,12400,"IR1","Inside","NAmes","Feedr","1Fam","1Story",6,7,1958,1998,"Hip","Wd Sdng","Wd Sdng","BrkFace",176,3,3,"CBlock",3,2,"No","Rec",585,630,1215,3,"Y","FuseA",1215,0,1215,0,0,1,0,3,3,6,0,0,"Attchd",1958,"Unf",1,297,3,3,"Y",0,0,0,"None",6,2009,"WD","Normal",2430,1,51,11,0,1,0,1,36,11.9511803959014
60,"RL",85,14191,"Reg","Inside","Timber","Norm","1Fam","2Story",8,5,2002,2002,"Gable","VinylSd","VinylSd","None",0,4,3,"PConc",4,3,"No","Unf",0,967,967,5,"Y","SBrkr",993,915,1908,0,0,2,1,4,4,9,0,0,"Attchd",2002,"Fin",2,431,3,3,"Y",135,0,0,"None",4,2010,"WD","Normal",2875,2.5,8,8,0,1,0,1,64,12.2204685258139
20,"RH",60,8400,"Reg","Inside","SawyerW","Feedr","1Fam","1Story",4,4,1950,1950,"Gable","Wd Sdng","AsbShng","None",0,2,2,"CBlock",3,2,"No","Unf",0,721,721,4,"Y","SBrkr",841,0,841,0,0,1,0,2,3,4,0,0,"CarPort",1950,"Unf",1,294,3,3,"N",250,0,0,"None",9,2009,"WD","Normal",1562,1,59,59,0,1,0,1,16,11.3144745262464
90,"RL",68,8544,"Reg","Inside","NAmes","Norm","Duplex","1Story",3,4,1949,1950,"Gable","Stucco","Stucco","BrkFace",340,3,3,"Slab",0,0,"None","None",0,0,0,2,"N","FuseA",1040,0,1040,0,0,2,0,2,3,6,0,0,"Detchd",1949,"Unf",2,400,3,3,"Y",0,0,0,"None",5,2006,"WD","Normal",1040,2,57,56,0,1,0,0,9,11.3793940723457
120,"RL",63,8849,"IR1","Inside","NridgHt","Norm","TwnhsE","1Story",9,5,2005,2005,"Hip","MetalSd","MetalSd","BrkFace",616,5,3,"PConc",5,3,"No","GLQ",28,1656,1684,5,"Y","SBrkr",1684,0,1684,0,0,2,0,2,5,6,1,5,"Attchd",2005,"RFn",2,564,3,3,"Y",495,0,0,"None",7,2008,"WD","Normal",3368,2,3,3,0,1,1,1,81,12.4912515877638
160,"RM",36,2592,"Reg","Inside","MeadowV","Norm","TwnhsE","2Story",5,3,1976,1976,"Gable","CemntBd","CmentBd","None",0,3,3,"CBlock",4,3,"No","Rec",129,175,536,3,"Y","SBrkr",536,576,1112,0,0,1,1,3,3,4,0,0,"Attchd",1976,"Unf",1,336,3,3,"Y",182,0,0,"None",4,2010,"WD","Normal",1648,1.5,34,34,0,1,0,1,25,11.3504065354725
50,"RL",65,6435,"Reg","Inside","BrkSide","RRAn","1Fam","1.5Fin",6,5,1939,1950,"Gable","MetalSd","MetalSd","None",0,3,3,"BrkTil",3,3,"No","Unf",0,972,972,4,"Y","SBrkr",972,605,1577,0,0,1,0,3,2,6,1,4,"Detchd",1939,"Unf",1,312,3,3,"Y",0,0,0,"None",10,2006,"WD","Normal",2549,1,67,56,0,1,1,1,36,11.8508252535826
20,"RL",68,12772,"IR1","CulDSac","NAmes","Norm","1Fam","1Story",6,8,1960,1998,"Hip","MetalSd","MetalSd","None",0,3,4,"CBlock",3,3,"Mn","BLQ",498,460,958,3,"Y","SBrkr",958,0,958,0,0,1,0,2,3,5,0,0,"Attchd",1960,"RFn",1,301,3,3,"Y",0,0,0,"None",4,2007,"WD","Normal",1916,1,47,9,0,1,0,1,36,11.9283409039316
20,"RL",68,17600,"IR1","Inside","NAmes","Norm","1Fam","1Story",6,5,1960,1960,"Gable","Wd Sdng","Wd Sdng","BrkFace",30,3,3,"CBlock",3,3,"No","BLQ",1270,208,1478,5,"Y","FuseA",1478,0,1478,1,0,2,0,3,3,6,2,4,"Attchd",1960,"Unf",2,498,3,3,"Y",0,0,0,"None",12,2009,"WD","Normal",2956,3,49,49,0,1,1,1,36,11.9671807372478
160,"RL",36,2448,"Reg","Inside","NridgHt","Norm","Twnhs","2Story",7,5,2003,2004,"Gable","VinylSd","Wd Shng","Stone",106,4,3,"PConc",4,3,"No","GLQ",573,191,764,5,"Y","SBrkr",764,862,1626,1,0,2,1,2,4,6,0,0,"BuiltIn",2003,"RFn",2,474,3,3,"Y",0,0,0,"None",10,2008,"WD","Normal",2390,3.5,5,4,0,1,0,1,49,11.9447078813958
60,"RL",56,20431,"IR2","Inside","NridgHt","Norm","1Fam","2Story",9,5,2005,2006,"Hip","CemntBd","CmentBd","BrkFace",870,5,3,"PConc",5,3,"No","GLQ",1410,438,1848,5,"Y","SBrkr",1848,880,2728,1,0,2,1,4,5,10,2,5,"Attchd",2006,"Fin",3,706,3,3,"Y",0,0,0,"None",4,2006,"New","Partial",4576,3.5,1,0,0,1,1,1,81,12.9880408147445
120,"RL",68,7820,"IR1","Inside","NridgHt","Norm","TwnhsE","1Story",9,5,2007,2007,"Hip","MetalSd","MetalSd","BrkFace",362,5,3,"PConc",5,3,"No","Unf",0,1869,1869,5,"Y","SBrkr",1869,0,1869,0,0,2,0,2,5,6,1,4,"Attchd",2007,"RFn",2,617,3,3,"Y",210,0,0,"None",12,2007,"New","Partial",3738,2,0,0,0,1,1,1,81,12.6699984672658
120,"RL",68,5271,"IR1","Inside","ClearCr","Norm","1Fam","1Story",7,5,1986,1986,"Gable","Wd Sdng","Wd Sdng","None",0,3,3,"PConc",4,3,"Gd","GLQ",1082,371,1453,4,"Y","SBrkr",1453,0,1453,1,0,1,1,2,4,6,1,3,"Attchd",1986,"RFn",2,445,3,3,"Y",0,0,0,"None",12,2006,"WD","Abnorml",2906,2.5,20,20,0,1,1,1,49,12.1547793511426
50,"RL",60,9084,"Reg","Inside","Edwards","Artery","1Fam","1.5Fin",5,6,1941,1950,"Gable","VinylSd","VinylSd","None",0,3,3,"CBlock",3,2,"Mn","LwQ",236,0,616,3,"N","SBrkr",616,495,1111,0,1,1,0,3,3,5,0,0,"Detchd",1941,"Unf",1,200,3,2,"Y",48,0,0,"None",3,2008,"ConLw","Normal",1727,1.5,67,58,0,1,0,1,25,11.4616321705827
30,"RM",60,8520,"Reg","Inside","OldTown","Norm","1Fam","1Story",6,8,1928,2003,"Gable","VinylSd","VinylSd","None",0,3,4,"BrkTil",3,3,"No","Unf",0,624,624,4,"Y","SBrkr",720,0,720,0,0,1,0,2,3,5,0,0,"Detchd",2005,"Unf",2,484,3,3,"Y",106,0,0,"None",5,2010,"WD","Normal",1344,1,82,7,0,1,0,1,36,11.5702505315895
50,"RL",60,8400,"Reg","Inside","SWISU","Norm","1Fam","1.5Fin",6,5,1940,2000,"Gable","Wd Sdng","MetalSd","None",0,3,3,"CBlock",3,3,"No","LwQ",388,552,940,5,"Y","SBrkr",1192,403,1595,0,0,1,0,2,3,6,2,4,"Attchd",1940,"Unf",1,240,3,3,"Y",0,0,0,"None",6,2006,"WD","Normal",2535,1,66,6,0,1,1,1,36,11.8493977015914
20,"RL",105,11249,"IR2","Inside","CollgCr","Norm","1Fam","1Story",6,5,1995,1995,"Gable","VinylSd","VinylSd","None",0,4,4,"PConc",4,4,"No","ALQ",334,322,1200,5,"Y","SBrkr",1200,0,1200,1,0,2,0,3,4,6,0,0,"Attchd",1995,"RFn",2,521,3,3,"Y",0,0,0,"None",8,2007,"WD","Normal",2400,3,12,12,0,1,0,1,36,12.0867258878976
20,"RL",68,9248,"IR1","Inside","Gilbert","Norm","1Fam","1Story",6,6,1992,1992,"Gable","HdBoard","HdBoard","BrkFace",106,3,3,"PConc",4,3,"No","GLQ",560,598,1158,4,"Y","SBrkr",1167,0,1167,1,0,2,0,3,4,6,0,0,"Attchd",1992,"RFn",2,400,3,3,"Y",120,0,0,"None",7,2009,"WD","Normal",2325,3,17,17,0,1,0,1,36,12.0610468734799
120,"RM",44,4224,"Reg","Inside","MeadowV","Norm","TwnhsE","1Story",5,5,1976,1976,"Gable","CemntBd","CmentBd","None",0,3,3,"PConc",4,3,"No","ALQ",874,268,1142,3,"Y","SBrkr",1142,0,1142,1,0,1,1,3,3,6,1,1,"Attchd",1976,"Fin",2,528,3,3,"Y",536,0,0,"MnPrv",8,2007,"WD","Normal",2284,2.5,31,31,0,1,1,1,25,11.805595078933
80,"RL",92,6930,"IR1","Inside","ClearCr","Norm","1Fam","SLvl",5,4,1958,1958,"Hip","Wd Sdng","ImStucc","BrkFace",120,3,3,"CBlock",3,3,"Av","BLQ",300,468,1062,5,"Y","FuseF",1352,0,1352,0,1,1,0,3,4,6,0,0,"BuiltIn",1958,"Unf",1,288,3,3,"Y",168,0,0,"None",7,2006,"WD","Abnorml",2414,1.5,48,48,0,1,0,1,25,11.7752897294377
60,"RL",78,12011,"IR1","CulDSac","NoRidge","Norm","1Fam","2Story",8,5,1998,1998,"Gable","VinylSd","VinylSd","BrkFace",530,4,3,"PConc",4,3,"Av","GLQ",956,130,1086,5,"Y","SBrkr",1086,838,1924,1,0,2,1,3,4,7,1,3,"Attchd",1998,"RFn",2,592,3,3,"Y",208,0,0,"None",6,2006,"WD","Normal",3010,3.5,8,8,0,1,1,1,64,12.5425448821514
85,"RL",68,7540,"IR1","CulDSac","Mitchel","Norm","1Fam","SFoyer",6,6,1978,1978,"Gable","VinylSd","VinylSd","None",0,3,3,"CBlock",4,3,"Av","GLQ",773,115,888,5,"Y","SBrkr",912,0,912,1,0,1,0,2,3,5,1,3,"Attchd",1978,"RFn",2,470,3,3,"Y",0,0,0,"MnPrv",6,2007,"WD","Normal",1800,2,29,29,0,1,1,1,36,11.9576112862317
50,"RL",68,9144,"Reg","Inside","BrkSide","Norm","1Fam","1.5Fin",5,5,1940,1982,"Gable","MetalSd","MetalSd","None",0,3,3,"CBlock",3,3,"No","Rec",399,484,883,4,"Y","SBrkr",988,517,1505,1,0,1,0,3,3,8,0,0,"Detchd",1940,"Unf",1,240,3,3,"N",0,0,0,"None",7,2008,"WD","Normal",2388,2,68,26,0,1,0,1,25,11.8844890214027
85,"RL",64,7301,"Reg","Corner","Edwards","Norm","1Fam","SFoyer",7,5,2003,2003,"Gable","HdBoard","HdBoard","BrkFace",500,4,3,"Slab",0,0,"None","None",0,0,0,5,"Y","SBrkr",495,1427,1922,0,0,3,0,4,4,7,1,5,"BuiltIn",2003,"RFn",2,672,3,3,"Y",0,0,0,"None",7,2009,"ConLD","Normal",1922,3,6,6,0,1,1,0,49,12.1985443791094
160,"RM",21,1680,"Reg","Inside","BrDale","Norm","Twnhs","2Story",6,8,1972,2007,"Gable","HdBoard","HdBoard","BrkFace",510,3,3,"CBlock",3,3,"No","ALQ",162,321,483,4,"Y","SBrkr",483,504,987,0,0,1,1,2,4,5,0,0,"Detchd",1972,"Unf",1,264,3,3,"Y",250,0,0,"None",5,2009,"WD","Normal",1470,1.5,37,2,0,1,0,1,36,11.6784399034478
60,"RL",68,18800,"IR1","FR2","NWAmes","Norm","1Fam","2Story",6,5,1976,1976,"Gable","HdBoard","HdBoard","BrkFace",120,3,3,"PConc",4,3,"Mn","GLQ",712,84,796,3,"Y","SBrkr",790,784,1574,1,0,2,1,3,3,6,1,3,"Attchd",1976,"Fin",2,566,3,3,"Y",306,0,0,"None",7,2006,"WD","Normal",2370,3.5,30,30,0,1,1,1,36,12.1547793511426
70,"RM",59,10690,"Reg","Inside","IDOTRR","Norm","1Fam","2Story",5,7,1920,1997,"Hip","VinylSd","VinylSd","None",0,3,4,"CBlock",3,2,"No","Rec",456,216,672,4,"Y","FuseA",672,672,1344,0,0,1,0,3,3,6,0,0,"Detchd",1964,"Unf",1,468,3,2,"Y",0,0,0,"None",7,2009,"WD","Normal",2016,1,89,12,0,1,0,1,25,11.8981878657609
20,"RL",68,9500,"IR1","Inside","NAmes","Norm","1Fam","1Story",6,5,1963,1963,"Gable","Plywood","Plywood","BrkFace",247,3,3,"CBlock",4,3,"No","BLQ",609,785,1394,4,"Y","SBrkr",1394,0,1394,1,0,1,1,3,3,6,2,4,"Attchd",1963,"RFn",2,514,3,3,"Y",0,0,0,"None",7,2009,"WD","Normal",2788,2.5,46,46,0,1,1,1,36,11.9766594812024
